repo_name,issue_number,title,state,created_at,closed_at,comments,labels,author
ollama/ollama,16793,Image recognition of Model Gemma4-E4B does not work in Ollama (Version 0.30.9 and later),closed,2026-06-18T03:05:23Z,2026-06-18T06:24:34Z,0,bug,RaymentLiang
ollama/ollama,16792,v0.30.x Non-thinking / instruct model variants starts to think,closed,2026-06-18T02:55:32Z,2026-06-24T20:43:58Z,5,bug,Cerlancism
ollama/ollama,16787,Ollama ROCm: llama-server hangs during model load and eventually times out with Qwen3.6 MTP and Gemma 4 QAT models on RX 7900 XTX,closed,2026-06-17T18:12:52Z,2026-06-29T21:46:16Z,5,bug,abauman97
ollama/ollama,16785,'ollama run xx > some-file' should fail instead of writing terminal sequences into the file,open,2026-06-17T16:14:07Z,,1,bug,yurivict
ollama/ollama,16784,"'ollama run gemma4:31b' fails: Failed to load CLIP model from ... error loading model: done_getting_tensors: wrong number of tensors; expected 1189, got 833",open,2026-06-17T16:11:12Z,,5,"bug, needs more info",yurivict
ollama/ollama,16783,install.sh is very inflexible and buggy,open,2026-06-17T15:56:13Z,,2,bug,yurivict
ollama/ollama,16782,It's completely unusable after upgrading to 0.30.9.,closed,2026-06-17T13:04:42Z,2026-06-18T01:49:38Z,11,bug,JackyChan
ollama/ollama,16781,"Is it possible to use ""apples trick"" with ollama",open,2026-06-17T11:23:35Z,,0,,lhpitn
ollama/ollama,16780,"qwen3.5:35b-a3b-coding-nvfp4: empty content, answer in reasoning via /v1/chat/completions",closed,2026-06-17T09:38:55Z,2026-06-18T06:47:12Z,2,bug,kneussmichael
ollama/ollama,16779,glm-5.2: the cloud model responds too slowly,closed,2026-06-17T08:45:00Z,2026-07-02T10:27:28Z,3,"bug, performance, cloud",Weijunbin
ollama/ollama,16778,Tray icon Settings action no response on Windows Server 2022 Standard,open,2026-06-17T07:45:27Z,,0,,dtiosd
ollama/ollama,16777,MLX runner: tool calling produces degenerate output / no tool_calls (regression in 0.30.9),closed,2026-06-17T07:08:18Z,2026-06-17T22:41:31Z,8,,mazhewitt
ollama/ollama,16776,gemma4 MLX runner ignores JSON Schema `format` in /api/chat (structured outputs not enforced),closed,2026-06-17T06:55:45Z,2026-06-18T02:06:17Z,1,bug,SaharatM864
ollama/ollama,16774,v0.30.* : ollama server keeps crashing for every model on GH200,closed,2026-06-17T03:30:02Z,2026-06-26T16:51:06Z,5,bug,xuancong84
ollama/ollama,16773,Is there a way to see if a model will return a 403 error when using a free plan?,open,2026-06-17T02:07:44Z,,2,feature request,1TSnakers
ollama/ollama,16771,"error on pop os cosmic, amd 6700xt",closed,2026-06-16T22:27:55Z,2026-07-02T20:34:49Z,4,bug,ingjavierjara
ollama/ollama,16763,Ollama PS reports incorrect size for gemma4:31b-it-q4_K_M,closed,2026-06-16T15:34:21Z,2026-06-16T23:16:36Z,0,bug,MarkWard0110
ollama/ollama,16762,[Feature Request] Community Project Showcase - Exam AI Tutoring System,closed,2026-06-16T11:27:49Z,2026-06-16T13:58:41Z,1,,1036007003-wq
ollama/ollama,16761,Enable OPTIONS /v1/models to support Claude for Microsoft Office,open,2026-06-16T10:22:10Z,,0,feature request,MartinKuhl
ollama/ollama,16759,gpt-oss:20b-cloud returns empty responses,closed,2026-06-16T05:28:50Z,2026-06-16T06:25:28Z,1,bug,mczupr
ollama/ollama,16754,Catastrophic performance regression since v0.30.x (up to 1300% slower than v0.24),closed,2026-06-15T21:17:21Z,2026-07-03T00:11:41Z,7,,MulleDK19
ollama/ollama,16752,ollama ps command reports incorrect size & some models do not load anymore,open,2026-06-15T20:33:05Z,,2,bug,backwindj
ollama/ollama,16749,"Images are ""blank white space"" to gemma4",closed,2026-06-15T16:12:49Z,2026-06-15T16:20:14Z,0,bug,rvmey
ollama/ollama,16747,For closed systems,closed,2026-06-15T13:30:57Z,2026-06-15T14:42:58Z,2,feature request,zorroMasked
ollama/ollama,16746,Ollama device selection,open,2026-06-15T11:35:25Z,,0,bug,rekettyemaker
ollama/ollama,16740,"x/mlxrunner: gemma-4 MLX models fail to load or decode (quant, KV-sharing, BOS)",open,2026-06-15T10:29:21Z,,0,,kinqsradio
ollama/ollama,16739,Hardcoded 2 minute timeout when loading models,closed,2026-06-15T09:53:48Z,2026-06-17T21:01:04Z,4,,hsanjuan
ollama/ollama,16734,qwen3.5:122b crashes with 0xc0000409 on Strix Halo + Adrenalin 32.0.31019,open,2026-06-15T05:47:25Z,,1,,TenshuA
ggerganov/llama.cpp,25295,Eval bug: llama_state_seq_get/set_data does not match when SWA models past n_swa (save/load state loses sliding-window KV),open,2026-07-04T08:52:08Z,,0,bug-unconfirmed,letruongthanh3698
ggerganov/llama.cpp,25293,[Docs] --ubatch-size behavior in --embeddings mode (pooling) is undocumented — causes silent 500 errors,open,2026-07-04T04:37:09Z,,0,,wyl1988
ggerganov/llama.cpp,25292,Eval bug: VibeThinker 3B showing think tags,open,2026-07-04T01:38:51Z,,0,bug-unconfirmed,seadra
ggerganov/llama.cpp,25290,Misc. bug: Networking-related 400 rejections,open,2026-07-03T20:55:41Z,,0,bug-unconfirmed,jhughes2112
ggerganov/llama.cpp,25289,ggml-rpc: remote unauthenticated controlled indirect call via a deserialized function pointer in deserialize_tensor() (GGML_OP_CUSTOM op_params),open,2026-07-03T20:08:01Z,,0,,professor-moody
ggerganov/llama.cpp,25288,Remote unauthenticated DoS in ggml-rpc deserialize_tensor(): unvalidated tensor ne[0] aborts the server (SIGABRT),open,2026-07-03T19:49:47Z,,0,,professor-moody
ggerganov/llama.cpp,25287,Remote unauthenticated DoS in ggml-rpc recv_msg(): unbounded resize() throws std::length_error (uncaught) -> terminate,open,2026-07-03T19:49:46Z,,0,,professor-moody
ggerganov/llama.cpp,25286,SYCL backend: UR_RESULT_ERROR_DEVICE_LOST + OUT_OF_DEVICE_MEMORY on dual Intel Arc B70 Pro (Battlemage),open,2026-07-03T19:37:23Z,,2,,chmihimabb-max
ggerganov/llama.cpp,25285,Eval bug: failed to tokenize error if contents of /props appears in prompt.,open,2026-07-03T19:27:35Z,,0,bug-unconfirmed,cphlipot
ggerganov/llama.cpp,25284,NULL-pointer dereference in JSON-Schema regex/pattern handling during grammar construction,open,2026-07-03T19:18:55Z,,0,,professor-moody
ggerganov/llama.cpp,25283,Stack overflow (uncontrolled recursion) in JSON-Schema-to-GBNF conversion on a deeply nested schema,open,2026-07-03T19:18:55Z,,0,,professor-moody
ggerganov/llama.cpp,25282,Reachable assertion / abort in the Jinja (minja) filter parser on a malformed filter expression,open,2026-07-03T19:18:54Z,,0,,professor-moody
ggerganov/llama.cpp,25281,Out-of-bounds read in regex_to_reversed_partial_regex() on a trailing backslash in a character class,open,2026-07-03T19:18:53Z,,0,,professor-moody
ggerganov/llama.cpp,25279,Misc. bug: Releases are not created for UI only PRs,open,2026-07-03T18:03:14Z,,0,bug-unconfirmed,TheAIBot
ggerganov/llama.cpp,25275,"Misc. bug: CI ubuntu-llvmpipe, intermittent `SIGILL` in all tokenizer tests(cross-host ccache reuse of `-march=native` objects?)",open,2026-07-03T16:52:01Z,,0,bug-unconfirmed,hellopahe
ggerganov/llama.cpp,25274,"Feature Request: Remove MCP ""Popup""",open,2026-07-03T16:40:14Z,,1,enhancement,ascotai
ggerganov/llama.cpp,25270,"CUDA supports_op returns false positives for non-CUDA GPU buffers, causing cross-backend weight duplication with GGML_BACKEND_DL",open,2026-07-03T13:02:27Z,,2,bug-unconfirmed,Fringe210
ggerganov/llama.cpp,25269,Mobilellm r1 running problem,open,2026-07-03T12:49:30Z,,0,bug-unconfirmed,hauserdew-ui
ggerganov/llama.cpp,25259,Eval bug: DeepSeek V4 Flash forgot context when hit cache or use checkpoint in long context,open,2026-07-03T06:14:52Z,,9,bug-unconfirmed,wenyifancc
ggerganov/llama.cpp,25257,Feature Request: SSD streaming of MoE routed expert weights (run MoE models larger than system RAM),open,2026-07-03T06:01:52Z,,0,enhancement,freedomljc
ggerganov/llama.cpp,25254,Misc. bug: Thinking tags before tool call cause cache miss on third request,closed,2026-07-03T03:43:29Z,2026-07-04T07:02:14Z,1,bug-unconfirmed,sunhy0316
ggerganov/llama.cpp,25253,New start,open,2026-07-03T02:00:27Z,,1,,PCorpCProNova
ggerganov/llama.cpp,25252,"Feature Request: Add chat UX parity flags to llama-mtmd-cli (reasoning, template, IO and display controls)",open,2026-07-03T00:34:34Z,,0,enhancement,CaioLimaViana
ggerganov/llama.cpp,25251,Community eval datasets,closed,2026-07-02T23:48:53Z,2026-07-03T04:11:27Z,1,,connerlambden
ggerganov/llama.cpp,25250,"metal : small-batch mul_mat is compute-bound between the mv_ext and mm paths (bs 4..16), ~2x headroom; affects speculative decoding",open,2026-07-02T23:35:52Z,,0,enhancement,discobot
ggerganov/llama.cpp,25248,Eval bug: Qwen 3.6 crashes llama-server with prompts more than 132 tokens,open,2026-07-02T20:12:21Z,,3,bug-unconfirmed,samteezy
ggerganov/llama.cpp,25227,webui: model selector — org-less models visually attach to the previous org group,open,2026-07-02T08:10:54Z,,0,,erusev
ggerganov/llama.cpp,25224,Eval bug: MoE models: regression in auto-fit layer allocation on 8GB VRAM after #24180 (granularity rounded to 128),open,2026-07-02T06:46:25Z,,3,bug-unconfirmed,chahualao
ggerganov/llama.cpp,25221,Misc. bug: Overflow warning when quantizing separated MTP head to Q8_0 for Qwen3.6-35B-A3B,open,2026-07-02T05:46:36Z,,0,bug-unconfirmed,congson1293
ggerganov/llama.cpp,25213,Misc. bug: Substantial prefill speed regression when resuming long session from a coding agent,open,2026-07-01T20:43:24Z,,2,bug-unconfirmed,pinkfluid
ggerganov/llama.cpp,25211,Misc. bug: llama web ui failing mcp tool calls in router mode,closed,2026-07-01T20:38:13Z,2026-07-02T17:29:34Z,2,bug-unconfirmed,rondreas
ggerganov/llama.cpp,25210,"Misc. bug: (OpenAI compat) unsupported ""dimensions"" parameter in embeddings endpoint",open,2026-07-01T20:32:22Z,,0,bug-unconfirmed,Irelynx
ggerganov/llama.cpp,25208,Misc. bug: gibberish message on model loading: probably loading.html is served with missing content encoding,open,2026-07-01T19:38:48Z,,0,bug-unconfirmed,zooma-e-migliora
ggerganov/llama.cpp,25207,Eval bug: Unexpected massive performace drop with Vulkan Flash Attention,open,2026-07-01T19:35:32Z,,11,bug-unconfirmed,ddpasa
ggerganov/llama.cpp,25204,Trojan:Win32/Wacatac.H!ml,closed,2026-07-01T14:41:35Z,2026-07-01T17:40:21Z,4,,Farzadlatifeh
ggerganov/llama.cpp,25203,Misc. bug: [SYCL] Q8_0 reorder degrades 42% prefill performance (not visible in the standard llama-bench),open,2026-07-01T13:18:23Z,,3,bug-unconfirmed,hmscider
ggerganov/llama.cpp,25200,Eval bug: llama-server tools using utf8 for a filename instead of cp866 for windows.,open,2026-07-01T12:24:08Z,,1,bug-unconfirmed,newillusion
ggerganov/llama.cpp,25195,"Vulkan: async transfer-queue WAW on streamed MoE expert weights crashes on amdvlk (partial offload, long context)",open,2026-07-01T08:03:19Z,,0,,liminfei-amd
ggerganov/llama.cpp,25193,Codex latest MCP compatibility: preserve namespace tools in Responses -> Chat Completions conversion,open,2026-07-01T07:08:17Z,,0,,xiaomangold
ggerganov/llama.cpp,25191,Eval bug: DFlash Speculative Decoding Crash: GGML_ASSERT(buffer) Failure,closed,2026-07-01T05:52:32Z,2026-07-03T19:46:14Z,6,bug-unconfirmed,bestbug456
ggerganov/llama.cpp,25187,Research: FR-Spec-style draft-vocab trimming for native MTP speculative decoding,open,2026-07-01T00:33:54Z,,0,,avifenesh
ggerganov/llama.cpp,25181,Misc. bug: Model with safetensors does not load anymore. Regression after : #24980,closed,2026-06-30T18:50:59Z,2026-07-01T16:33:02Z,0,bug-unconfirmed,adrianhoehne
ggerganov/llama.cpp,25178,Feature Request: allreduce implementation for HIP,closed,2026-06-30T18:22:01Z,2026-07-01T17:27:54Z,1,enhancement,jasonackman
ggerganov/llama.cpp,25171,Eval bug: Deepseek V4 Flash forgets everything,open,2026-06-30T13:06:24Z,,4,bug-unconfirmed,EugeoSynthesisThirtyTwo
ggerganov/llama.cpp,25169,"Misc. bug: When uploading more than 3 files at once, some files are lost.",open,2026-06-30T11:09:59Z,,0,bug-unconfirmed,Harling
ggerganov/llama.cpp,25162,Performance regression on Turing GPUs after 9e58d4d69 — Qwen35 SSM kernels affected,open,2026-06-30T08:16:58Z,,2,,wfycv
ggerganov/llama.cpp,25158,"Misc. bug: ui: ""Stream connection lost and could not be resumed"" with slow models after 1a87dcdc",closed,2026-06-30T05:57:47Z,2026-07-03T10:47:06Z,27,bug,sdroege
ggerganov/llama.cpp,25156,Misc. bug: GBNF parser rejects | at start of continuation line in top-level rule alternatives,open,2026-06-30T02:19:04Z,,0,bug-unconfirmed,robenglander
ggerganov/llama.cpp,25150,Misc. bug: preset names changed and some presets ignored,open,2026-06-29T22:42:15Z,,7,bug-unconfirmed,cesarb
ggerganov/llama.cpp,25146,Misc. bug: DS4 performance with cuda+vulkan,open,2026-06-29T19:27:05Z,,3,bug-unconfirmed,Fringe210
ggerganov/llama.cpp,25145,"Misc. bug: CUDA OOM error when trying to load model entirely on CPU with ""-dev none""",open,2026-06-29T19:23:16Z,,0,bug-unconfirmed,cphlipot
ggerganov/llama.cpp,25142,Eval bug: Windows Vulkan backend on Intel Arc A770 can hang system under llama-server parallel translation workload,open,2026-06-29T18:14:36Z,,0,bug-unconfirmed,wqmeng
ggerganov/llama.cpp,25139,CMP 100HX: compile-time MMQ chunk size fix restores PP in hybrid multi-GPU setups (+57% on dense models),open,2026-06-29T16:31:41Z,,0,,jmuffins
ggerganov/llama.cpp,25135,Misc. bug: log says `http://::1:8080` instead of `http://[::1]:8080`,closed,2026-06-29T15:07:20Z,2026-06-30T14:16:45Z,1,bug-unconfirmed,mutativesystems
ggerganov/llama.cpp,25129,"Eval bug: MTP breaks multimodality in StepFun Step-3.7-Flash ""inconsistent sequence positions"", ""failed to process speculative batch""",open,2026-06-29T10:36:56Z,,2,bug,vbooka1
ggerganov/llama.cpp,25128,Misc. bug: /metrics regressed to not resetting bucket counter,open,2026-06-29T10:21:13Z,,0,bug-unconfirmed,nicois
ggerganov/llama.cpp,25127,Misc. bug: SIGSEGV when initializing mtmd/clip with Vulkan on Adreno 730 (Android),open,2026-06-29T10:09:30Z,,0,bug-unconfirmed,Lu411-user
ggerganov/llama.cpp,25126,Eval bug: llama-server hangs indefinitely during fitting params to device memory,open,2026-06-29T10:09:21Z,,1,bug-unconfirmed,cannguyen275
ggerganov/llama.cpp,25121,Misc. bug: Different Speed Llama-bench vs Lllama-server,open,2026-06-29T04:35:48Z,,3,bug-unconfirmed,engrtipusultan
ggerganov/llama.cpp,25117,DFlash performance regression on AMD APU + quantized MoE target: ~2x slower than baseline,open,2026-06-29T03:53:29Z,,5,,jerrydong1988
ggerganov/llama.cpp,25116,Eval bug: QWEN3.6 27b DFlash draft model fails to load,closed,2026-06-29T03:00:44Z,2026-06-29T11:42:32Z,2,bug-unconfirmed,waldirsp11
ggerganov/llama.cpp,25111,"regex_to_reversed_partial_regex: size_t underflow on empty alternative (e.g. ""a|"") causes OOM/hang",closed,2026-06-28T21:10:42Z,2026-06-29T06:48:41Z,1,,Osamaali313
ggerganov/llama.cpp,25109,Research: BGE-M3 multi head support available,open,2026-06-28T17:20:38Z,,0,research 🔬,iz0eyj
ggerganov/llama.cpp,25106,Eval bug: probe_sp.stop() hangs on Windows,open,2026-06-28T15:44:24Z,,0,bug-unconfirmed,JiraiyaZR
ggerganov/llama.cpp,25102,"Hexagon (HTP) multi-device split produces garbage output for gemma-4-12B (Windows on Snapdragon, v73)",open,2026-06-28T13:57:42Z,,0,bug-unconfirmed,zhouzengming
ggerganov/llama.cpp,25099,Misc. bug: runtime warning requests issue to be raised,open,2026-06-28T12:10:05Z,,0,bug-unconfirmed,gordan-bobic
ggerganov/llama.cpp,25097,Misc. bug: tg in webui viewing in phone is consistently 10% higher than webui in desktop,open,2026-06-28T10:27:59Z,,3,bug-unconfirmed,Jikilan
ggerganov/llama.cpp,25096,Feature Request: DSpark confidence-scheduled verification & semi-autoregressive drafting,open,2026-06-28T09:56:45Z,,7,enhancement,gangula-karthik
ggerganov/llama.cpp,25095,Eval bug: ggml_cuda_compute_forward: SOFT_MAX failed 0.11.348.725 E CUDA error: invalid argument,open,2026-06-28T09:45:37Z,,0,bug-unconfirmed,freemanliu
ggerganov/llama.cpp,25094,Misc. bug: webui window for editing system message is limited to only 2 lines,open,2026-06-28T09:12:26Z,,0,bug-unconfirmed,kke12
ggerganov/llama.cpp,25088,Eval bug: Qwen3-VL image embedding doesn't work,open,2026-06-28T02:02:11Z,,4,bug-unconfirmed,lilydjwg
ggerganov/llama.cpp,25083,Feature Request: Add a docker target for the llama app,closed,2026-06-27T19:33:42Z,2026-06-29T12:33:05Z,2,enhancement,kannon92
ggerganov/llama.cpp,25082,HIP/ROCm: system RAM grows unbounded with parallel slots due to CUDA graph cache never being evicted,open,2026-06-27T17:20:15Z,,0,,lukascechovic
ggerganov/llama.cpp,25080,"Eval bug: dense ~30B model fails with ""Not enough memory for command submission"" on gfx1150 (Strix Point) despite ample free VRAM",closed,2026-06-27T15:03:52Z,2026-06-27T15:24:47Z,1,bug-unconfirmed,jacogro13
ggerganov/llama.cpp,25072,"Eval bug: Gemma 4 tool calling fails with ""The model produced output that does not match the expected peg-gemma4 format""",open,2026-06-27T03:31:32Z,,5,bug-unconfirmed,DanielBMann9000
ggerganov/llama.cpp,25067,"Eval bug: Premature ""reasoning-budget: deactivated (natural end)"", even BEFORE prompt processing",open,2026-06-26T23:06:03Z,,0,bug-unconfirmed,ross-rosario
ggerganov/llama.cpp,25066,Feature Request: Router mode - Do not reload model files if they are already loaded.,open,2026-06-26T21:23:01Z,,2,enhancement,mcr-ksh
ggerganov/llama.cpp,25062,"50% loss in Prefill Speed on Multiple AMD ISAs, Build 9820",closed,2026-06-26T18:00:36Z,2026-06-30T00:41:46Z,7,,DEV-DUFORD
ggerganov/llama.cpp,25061,Eval bug: CUDA error: unsupported value or parameter in cublasSgemm_v2 during large context processing,open,2026-06-26T17:43:58Z,,7,bug-unconfirmed,rbenrax
ggerganov/llama.cpp,25060,Misc. bug: Blackwell GGML-CUDA SOFT_MAX Crash,open,2026-06-26T17:37:43Z,,1,bug-unconfirmed,giveen
ggerganov/llama.cpp,25059,Server SIGABRT: GGML_ASSERT(n_prefix_media <= files.size()) when /props media_marker appears in conversation history (text-only models),open,2026-06-26T16:52:24Z,,0,,likerage
ggerganov/llama.cpp,25055,Misc. bug: pressing stop while model is reasoning in webui breaks send button and doesn't stop generation,closed,2026-06-26T14:00:13Z,2026-06-28T19:06:45Z,11,bug,zazarpro
ggerganov/llama.cpp,25046,Compile bug: ifstream import missing from common.h,open,2026-06-26T11:35:32Z,,0,bug-unconfirmed,dylanrees-arm
ggerganov/llama.cpp,25040,Eval bug:,open,2026-06-26T10:18:26Z,,0,bug-unconfirmed,jtl996
ggerganov/llama.cpp,25038,Compile bug: cublasSgemmBatched alias is missing for HIP,closed,2026-06-26T09:44:37Z,2026-06-26T09:48:01Z,1,bug-unconfirmed,grivera64
ggerganov/llama.cpp,25030,Feature Request: add builds for arm64 windows with CUDA,open,2026-06-26T06:29:51Z,,3,enhancement,larroy
ggerganov/llama.cpp,25027,Misc. bug: ggml Vulkan op_step vs CPU ggml_step mismatch at x==0,closed,2026-06-26T02:40:30Z,2026-06-27T08:57:32Z,2,"bug, Vulkan",filthyrake
ggerganov/llama.cpp,25026,Misc. bug:,open,2026-06-26T01:41:40Z,,0,bug-unconfirmed,Zurry59
ggerganov/llama.cpp,25023,Checkpoint erasure during normal conversation flow due to is_last_user_message bypass of checkpoint_min_step,open,2026-06-25T22:54:21Z,,0,,corrm
ggerganov/llama.cpp,25020,Feature Request: show which quantisation is loaded by default when running a model,open,2026-06-25T21:31:53Z,,0,enhancement,jchwenger
ggerganov/llama.cpp,25017,[SYCL]: Heterogeneous GPU compatibility for --split-mode tensor,open,2026-06-25T18:21:07Z,,2,bug-unconfirmed,DDXDB
ggerganov/llama.cpp,25015,Misc. bug: backend sampling has to be explicitly enabled in server ui even when specified via cli,open,2026-06-25T17:33:10Z,,1,bug-unconfirmed,ORippler
ggerganov/llama.cpp,25009,Feature Request: Supports Unlimited-OCR,closed,2026-06-25T14:40:55Z,2026-06-26T03:50:51Z,1,enhancement,Leroy-X
ggerganov/llama.cpp,25007,Misc. bug: Inconsistent Flash Attention auto mode in llama-bench,open,2026-06-25T13:26:04Z,,6,bug-unconfirmed,Only8Bits
ggerganov/llama.cpp,25003,When started with --tools all the WebUI exposes the inference server filesystem not the client,open,2026-06-25T12:23:26Z,,6,bug-unconfirmed,nnnarvaez
ggerganov/llama.cpp,24999,CUDA error: the requested functionality is not supported,open,2026-06-25T09:55:25Z,,0,bug-unconfirmed,99991
ggerganov/llama.cpp,24996,Compile bug:  SYCL error: CHECK_TRY_ERROR,closed,2026-06-25T08:19:31Z,2026-06-27T10:15:29Z,4,bug-unconfirmed,HP-L
ggerganov/llama.cpp,24993,Misc. bug: sidebar don't show always,open,2026-06-25T04:57:54Z,,0,bug-unconfirmed,jackyzhangjun
ggerganov/llama.cpp,24992,Misc. bug: Tools doesn't work in WebUI when running in router mode,open,2026-06-25T02:28:29Z,,2,bug-unconfirmed,SlavikCA
ggerganov/llama.cpp,24983,Eval bug: Repeatable Crashes when an image and a large prompt is pasted or loaded as file.,open,2026-06-24T19:54:26Z,,4,bug-unconfirmed,KevinFleischer
ggerganov/llama.cpp,24978,"Misc. bug: custom Jinja template + --skip-chat-parsing regression after #24176 (gemma4 delimiter changes), b9771",closed,2026-06-24T16:21:07Z,2026-06-26T13:41:45Z,2,bug-unconfirmed,Clarck1
ggerganov/llama.cpp,24967,Eval bug: GGML_ASSERT(n_outputs_max <= cparams.n_outputs_max) failed,open,2026-06-24T08:16:28Z,,1,bug-unconfirmed,Lyaaaaaaaaaaaaaaa
huggingface/transformers,47059,tests/cli fail with huggingface_hub 1.22.0: 'HFCliTyperGroup' object has no attribute '_add_completion':,open,2026-07-04T08:56:14Z,,1,bug,Madhav-000-s
huggingface/transformers,47053,[serge] integration failure triage - 2026-07-04,open,2026-07-04T07:33:00Z,,0,,github-actions[bot]
huggingface/transformers,47050,`CanineModel` fp16 ONNX export fails on CUDA with dtype mismatch in attention: `expected scalar type Float but found Half`,open,2026-07-04T03:12:04Z,,0,bug,sgpublic
huggingface/transformers,47049,[serge] integration failure triage - 2026-07-03,open,2026-07-04T00:30:38Z,,0,,github-actions[bot]
huggingface/transformers,47039,GenerationConfig serializes ContinuousBatchingConfig as null,open,2026-07-03T09:48:39Z,,1,,VectorPeak
huggingface/transformers,47037,[serge] integration failure triage - 2026-07-02,open,2026-07-03T00:31:21Z,,5,,github-actions[bot]
huggingface/transformers,47036,Community benchmark tip,closed,2026-07-02T23:48:33Z,2026-07-03T04:11:30Z,1,,connerlambden
huggingface/transformers,47031,"Checkpoint conversion silently loads transposed fused-expert weights when the swapped dims are equal (Transpose(check_dims=True), qwen3_vl_moe)",open,2026-07-02T22:14:35Z,,2,,pjordanandrsn
huggingface/transformers,47030,FineGrainedFP8 DeepGEMM path returns silently wrong results on SM100 (UE8M0 scale rounding without requantization),open,2026-07-02T21:54:50Z,,1,,keunhong
huggingface/transformers,47020,XLMRobertaTokenizer.__init__ passes dict to Unigram(vocab=...) expecting a Sequence,open,2026-07-02T08:54:20Z,,1,,saattrupdan
huggingface/transformers,47015,Novel Application of Transformers: AI-Automated Cybersecurity Vulnerability Discovery System,closed,2026-07-02T03:22:07Z,2026-07-02T11:44:42Z,0,Code agent slop,Exploit-Garbage
huggingface/transformers,47013,"[xLSTM] Crash in train mode with return_last_states=False: backend returns bare tensor but xLSTMLayer always unpacks (h, state)",open,2026-07-01T21:42:33Z,,2,,Heatdh
huggingface/transformers,47007,Building AI-Automated Vulnerability Discovery Systems - Lessons from Using Advanced LLMs,closed,2026-07-01T17:22:52Z,2026-07-02T11:35:14Z,0,,Exploit-Garbage
huggingface/transformers,47004,Add LoMa keypoint detector & matcher,open,2026-07-01T15:15:57Z,,3,New model,tcourat
huggingface/transformers,47000,"RTDetrLoss crashing with ""ValueError: cost matrix is infeasible""",open,2026-07-01T12:45:17Z,,6,bug,m-matthias
huggingface/transformers,46998,[serge] integration failure triage - 2026-07-01,open,2026-07-01T12:03:11Z,,0,,github-actions[bot]
huggingface/transformers,46996,Reporting a vulnerability,closed,2026-07-01T10:19:42Z,2026-07-01T10:27:55Z,1,,Eti-Hack
huggingface/transformers,46985,[serge] integration failure triage - 2026-06-30,open,2026-07-01T00:38:22Z,,0,,github-actions[bot]
huggingface/transformers,46984,Add RWKV7 model support,open,2026-06-30T21:45:42Z,,1,New model,chinoll
huggingface/transformers,46983,Add RWKV7 model support,closed,2026-06-30T21:43:21Z,2026-06-30T21:44:14Z,0,Feature request,chinoll
huggingface/transformers,46981,AutoProcessor.from_pretrained retries HTTP 429 responses multiple times for every config file when using HF_ENDPOINT,open,2026-06-30T14:27:18Z,,2,bug,peacefulotter
huggingface/transformers,46969,[serge] integration failure triage - 2026-06-29,open,2026-06-30T00:36:50Z,,0,,github-actions[bot]
huggingface/transformers,46967,Add AstroCLIP model support,closed,2026-06-29T20:45:32Z,2026-07-02T11:54:54Z,5,,giovannicozzolongo
huggingface/transformers,46962,[Qwen3] `create_masks_for_generate` return type change after #41251,open,2026-06-29T15:03:41Z,,8,bug,hoshibara
huggingface/transformers,46948,[serge] integration failure triage - 2026-06-28,open,2026-06-29T00:38:07Z,,1,,github-actions[bot]
huggingface/transformers,46940,[serge] integration failure triage - 2026-06-27,open,2026-06-28T00:36:29Z,,0,,github-actions[bot]
huggingface/transformers,46932,[Gemma4] Fix dtype casting for quantized vision/audio embedders (same as #46904),closed,2026-06-27T12:12:13Z,2026-07-03T12:21:54Z,1,bug,sharmax-vikas
huggingface/transformers,46931,ตัวจัดการบัญชีสำหรับ L. CHOMPHUPHUEN.io,closed,2026-06-27T09:22:49Z,2026-06-27T15:05:39Z,1,WIP,imgoingbacktheonlything239-ops
huggingface/transformers,46909,broken documentation example for DIA,closed,2026-06-26T08:12:30Z,2026-06-26T18:01:27Z,3,bug,Carotterap
huggingface/transformers,46906,[serge] integration failure triage - 2026-06-26,open,2026-06-26T07:52:15Z,,1,,github-actions[bot]
huggingface/transformers,46901,"PPFormulaNet training-loss double-shift: trains against labels[..., 1:] instead of labels",open,2026-06-26T02:23:31Z,,0,,OmkumarSolanki
huggingface/transformers,46899,[Gemma4] Audio (and vision) processing broken with 4‑bit quantization due to unsafe dtype cast in multimodal embedders,closed,2026-06-25T19:40:51Z,2026-06-26T13:09:35Z,2,bug,dukei
huggingface/transformers,46897,Florence2 training-loss double-shift bug (same pattern as Moonshine #46784),closed,2026-06-25T19:24:39Z,2026-06-29T10:51:17Z,0,bug,sharmax-vikas
huggingface/transformers,46894,CohereASR training-loss double-shift bug (same pattern as Moonshine #46784),open,2026-06-25T18:29:52Z,,0,bug,sharmax-vikas
huggingface/transformers,46877,auto_docstring prints [ERROR] doc-lint diagnostics to stdout at import time,closed,2026-06-25T08:49:25Z,2026-06-25T14:56:10Z,2,bug,CalamitousFelicitousness
huggingface/transformers,46869,YOLO model failing on multi GPU device map auto,open,2026-06-24T16:25:08Z,,2,bug,Carotterap
huggingface/transformers,46868,Sequence Parallelism Disabled for Evaluation,open,2026-06-24T15:34:17Z,,1,,amanichopra
huggingface/transformers,46858,"_prefill: cache.get_seq_length() returns device tensor, breaks slice arithmetic for static cache + torch.compile on non-CUDA backends",closed,2026-06-24T06:33:39Z,2026-06-25T12:42:34Z,6,"bug, Code agent slop",silicon-dispatch-100
